#EXPORTTYPE:                 ;DATA ALL                                           
#FILE:                       ;BM_80CASH01_20CH.ngb-ds3                           
#FORMAT:                     ;NETZSCH5                                           
#FTYPE:                      ;ANSI                                               
#IDENTITY:                   ;BM_80CASH01_20CH                                   
#DECIMAL:                    ;POINT                                              
#SEPARATOR:                  ;SEMICOLON                                          
#MTYPE:                      ;TG                                                 
#INSTRUMENT:                 ;NETZSCH STA 449F3                                  
#PROJECT:                    ;                                                   
#DATE/TIME:                  ;19.02.2026 12:55:17 (UTC+1)                        
#CORR. FILE:                 ;Basis Al203_950C_10 kmin_15.01.24.ngb-bs3          
#TEMPCAL:                    ;Temperaturkalibrierung Al203_12.12.25.ngb-ts3      
#SENSITIVITY:                ;Empfindlichkeitskalibrierung Al203_12.12.25.ngb-es3
#LABORATORY:                 ;                                                   
#OPERATOR:                   ;LS                                                 
#REMARK:                     ;                                                   
#SAMPLE:                     ;BM_80CASH01_20CH                                   
#SAMPLE MASS /mg:            ;24.3                                               
#MATERIAL:                   ;                                                   
#REFERENCE:                  ;Referenz                                           
#REFERENCE MASS /mg:         ;0                                                  
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al2O3                                   
#SAMPLE CRUCIBLE MASS /mg:   ;144.5                                              
#REFERENCE CRUCIBLE MASS /mg:;138.2                                              
#DSC RANGE /µV:              ;5000                                               
#TG RANGE /mg:               ;35000                                              
#TAU-R:                      ;---                                                
#CORR. CODE:                 ;020                                                
#EXO:                        ;-1                                                 
#RANGE:                      ;25°C/10.0(K/min)/950°C                             
#SEGMENT:                    ;S1/1                                               
#SEG. 1:                     ;25°C/10.0(K/min)/950°C                             

##Temp./°C;Time/min;Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);DTG/(%/min);Sensit./(uV/mW)
 21.04200; 0.00000;100.00000;21.00000;20.00000;      -0.82035;1.13212
 21.04100; 0.01000; 99.99177;20.00000;19.00000;      -0.78244;1.13212
 21.03800; 0.02000; 99.98354;20.00000;20.00000;      -0.74453;1.13212
 21.05100; 0.03000; 99.97531;20.00000;20.00000;      -0.70662;1.13211
 21.04400; 0.04000; 99.97119;20.00000;20.00000;      -0.67954;1.13212
 21.04200; 0.05000; 99.96296;20.00000;20.00000;      -0.69294;1.13212
 21.04900; 0.06000; 99.95885;20.00000;20.00000;      -0.73354;1.13211
 21.04600; 0.07000; 99.95062;20.00000;20.00000;      -0.78408;1.13211
 21.03900; 0.08000; 99.94239;20.00000;20.00000;      -0.83151;1.13212
 21.03400; 0.09000; 99.93004;20.00000;20.00000;      -0.86440;1.13213
 21.04800; 0.10000; 99.92593;20.00000;20.00000;      -0.87637;1.13211
 21.03300; 0.11000; 99.91358;20.00000;20.00000;      -0.87037;1.13213
 21.05400; 0.12000; 99.90535;20.00000;20.00000;      -0.85117;1.13210
 21.03700; 0.13000; 99.89712;20.00000;20.00000;      -0.82305;1.13213
 21.05700; 0.14000; 99.88889;20.00000;20.00000;      -0.79482;1.13210
 21.03100; 0.15000; 99.88066;20.00000;20.00000;      -0.77404;1.13213
 21.04600; 0.16000; 99.87654;20.00000;20.00000;      -0.76258;1.13211
 21.05700; 0.17000; 99.86420;20.00000;20.00000;      -0.75942;1.13210
 21.07000; 0.18000; 99.86008;20.00000;20.00000;      -0.76007;1.13208
 21.05100; 0.19000; 99.85185;20.00000;20.00000;      -0.75544;1.13211
 21.04500; 0.20000; 99.84362;20.00000;20.00000;      -0.73639;1.13211
 21.05900; 0.21000; 99.83539;20.00000;20.00000;      -0.69987;1.13209
 21.05600; 0.22000; 99.82716;20.00000;20.00000;      -0.65080;1.13210
 21.04800; 0.23000; 99.82305;20.00000;20.00000;      -0.59863;1.13211
 21.05600; 0.24000; 99.81893;20.00000;20.00000;      -0.54841;1.13210
 21.06700; 0.25000; 99.81070;20.00000;20.00000;      -0.49915;1.13208
 21.05100; 0.26000; 99.80658;20.00000;20.00000;      -0.44836;1.13211
 21.06500; 0.27000; 99.80247;20.00000;20.00000;      -0.40062;1.13209
 21.05100; 0.28000; 99.79835;20.00000;20.00000;      -0.36790;1.13211
 21.05100; 0.29000; 99.79835;20.00000;20.00000;      -0.35055;1.13211
 21.05000; 0.30000; 99.79424;20.00000;20.00000;      -0.33945;1.13211
 21.07500; 0.31000; 99.78601;20.00000;20.00000;      -0.32920;1.13207
 21.05900; 0.32000; 99.78601;20.00000;20.00000;      -0.31593;1.13209
 21.07200; 0.33000; 99.78601;20.00000;20.00000;      -0.29920;1.13208
 21.07200; 0.34000; 99.77778;20.00000;20.00000;      -0.28173;1.13208
 21.07500; 0.35000; 99.77778;20.00000;20.00000;      -0.26267;1.13207
 21.06700; 0.36000; 99.77366;20.00000;20.00000;      -0.23968;1.13208
 21.07500; 0.37000; 99.77366;20.00000;20.00000;      -0.21941;1.13207
 21.07200; 0.38000; 99.76955;20.00000;20.00000;      -0.20608;1.13208
 21.07300; 0.39000; 99.76955;20.00000;20.00000;      -0.20072;1.13208
 21.06400; 0.40000; 99.76543;20.00000;20.00000;      -0.20831;1.13209
 21.08200; 0.41000; 99.76543;20.00000;20.00000;      -0.22521;1.13206
 21.07300; 0.42000; 99.76543;20.00000;20.00000;      -0.24132;1.13208
 21.08200; 0.43000; 99.75720;20.00000;20.00000;      -0.24403;1.13206
 21.08900; 0.44000; 99.75720;20.00000;20.00000;      -0.22726;1.13205
 21.09800; 0.45000; 99.75309;20.00000;20.00000;      -0.19928;1.13204
 21.09200; 0.46000; 99.75309;20.00000;20.00000;      -0.17545;1.13205
 21.09800; 0.47000; 99.75309;20.00000;20.00000;      -0.16798;1.13204
 21.11500; 0.48000; 99.74897;20.00000;20.00000;      -0.18080;1.13202
 21.09300; 0.49000; 99.74897;20.00000;20.00000;      -0.20683;1.13205
 21.10300; 0.50000; 99.74897;20.00000;20.00000;      -0.23292;1.13203
 21.11000; 0.51000; 99.74074;20.00000;20.00000;      -0.25151;1.13202
 21.10400; 0.52000; 99.74074;20.00000;20.00000;      -0.25480;1.13203
 21.10600; 0.53000; 99.74074;20.00000;20.00000;      -0.23597;1.13203
 21.12700; 0.54000; 99.73251;20.00000;20.00000;      -0.19951;1.13200
 21.11500; 0.55000; 99.73251;20.00000;20.00000;      -0.15991;1.13202
 21.11300; 0.56000; 99.73251;20.00000;20.00000;      -0.13424;1.13202
 21.11600; 0.57000; 99.73251;20.00000;20.00000;      -0.13903;1.13202
 21.12400; 0.58000; 99.73251;20.00000;20.00000;      -0.17607;1.13200
 21.12100; 0.59000; 99.72840;20.00000;20.00000;      -0.22338;1.13201
 21.14900; 0.60000; 99.72840;20.00000;20.00000;      -0.25578;1.13197
 21.14700; 0.61000; 99.72016;20.00000;20.00000;      -0.25558;1.13197
 21.14100; 0.62000; 99.72016;20.00000;20.00000;      -0.22002;1.13198
 21.13500; 0.63000; 99.71605;20.00000;20.00000;      -0.16221;1.13199
 21.14300; 0.64000; 99.71605;20.00000;20.00000;      -0.10122;1.13198
 21.16000; 0.65000; 99.71605;20.00000;20.00000;-5.293859e-002;1.13195
 21.17500; 0.66000; 99.71605;20.00000;20.00000;-2.216092e-002;1.13193
 21.16100; 0.67000; 99.71605;20.00000;20.00000;-7.137230e-003;1.13195
 21.18300; 0.68000; 99.71605;20.00000;20.00000;-1.680303e-003;1.13192
 21.17800; 0.69000; 99.71605;20.00000;20.00000;-1.017603e-004;1.13193
 21.19800; 0.70000; 99.71605;20.00000;20.00000;-3.052810e-004;1.13190
 21.19800; 0.71000; 99.71605;20.00000;20.00000;-5.040909e-003;1.13190
 21.19400; 0.72000; 99.71605;20.00000;20.00000;-2.080113e-002;1.13191
 21.19200; 0.73000; 99.71605;20.00000;20.00000;-5.640095e-002;1.13191
 21.22300; 0.74000; 99.71605;20.00000;20.00000;      -0.11691;1.13187
 21.21300; 0.75000; 99.71605;20.00000;20.00000;      -0.18592;1.13188
 21.22600; 0.76000; 99.71605;20.00000;20.00000;      -0.23369;1.13186
 21.23700; 0.77000; 99.70370;20.00000;20.00000;      -0.23894;1.13185
 21.23200; 0.78000; 99.70370;20.00000;20.00000;      -0.20462;1.13185
 21.25700; 0.79000; 99.70370;20.00000;20.00000;      -0.15588;1.13182
 21.25500; 0.80000; 99.70370;20.00000;20.00000;      -0.11844;1.13182
 21.25800; 0.81000; 99.70370;20.00000;20.00000;      -0.10002;1.13182
 21.26600; 0.82000; 99.69959;20.00000;20.00000;-9.267015e-002;1.13181
 21.28000; 0.83000; 99.69959;20.00000;20.00000;-9.491391e-002;1.13179
 21.27500; 0.84000; 99.69959;20.00000;20.00000;      -0.11564;1.13179
 21.28800; 0.85000; 99.69959;20.00000;20.00000;      -0.16036;1.13178
 21.30000; 0.86000; 99.69959;20.00000;20.00000;      -0.21508;1.13176
 21.30200; 0.87000; 99.69547;20.00000;20.00000;      -0.25259;1.13176
 21.32200; 0.88000; 99.68724;20.00000;20.00000;      -0.25736;1.13173
 21.33200; 0.89000; 99.68724;20.00000;20.00000;      -0.23173;1.13171
 21.32800; 0.90000; 99.68724;20.00000;20.00000;      -0.19308;1.13172
 21.33900; 0.91000; 99.68313;20.00000;20.00000;      -0.16420;1.13170
 21.34500; 0.92000; 99.68313;20.00000;20.00000;      -0.15330;1.13170
 21.36500; 0.93000; 99.68313;20.00000;20.00000;      -0.15737;1.13167
 21.36500; 0.94000; 99.67901;20.00000;20.00000;      -0.17428;1.13167
 21.38800; 0.95000; 99.67901;20.00000;20.00000;      -0.19276;1.13164
 21.39800; 0.96000; 99.67901;20.00000;20.00000;      -0.19532;1.13162
 21.41300; 0.97000; 99.67078;20.00000;20.00000;      -0.17378;1.13160
 21.41700; 0.98000; 99.67078;20.00000;20.00000;      -0.13418;1.13160
 21.42100; 0.99000; 99.67078;20.00000;20.00000;-9.348654e-002;1.13159
 21.44100; 1.00000; 99.67078;20.00000;20.00000;-7.530303e-002;1.13156
 21.43800; 1.01000; 99.67078;20.00000;20.00000;-9.180623e-002;1.13157
 21.46200; 1.02000; 99.67078;20.00000;20.00000;      -0.12724;1.13153
 21.47200; 1.03000; 99.67078;20.00000;20.00000;      -0.15487;1.13152
 21.48200; 1.04000; 99.66255;20.00000;20.00000;      -0.15467;1.13151
 21.49500; 1.05000; 99.66255;20.00000;20.00000;      -0.12409;1.13149
 21.50200; 1.06000; 99.66255;20.00000;20.00000;-8.129942e-002;1.13148
 21.51600; 1.07000; 99.66255;20.00000;20.00000;-5.146805e-002;1.13146
 21.53700; 1.08000; 99.66255;20.00000;20.00000;-5.146805e-002;1.13143
 21.54600; 1.09000; 99.66255;20.00000;20.00000;-8.129942e-002;1.13142
 21.57000; 1.10000; 99.66255;20.00000;20.00000;      -0.12409;1.13138
 21.57800; 1.11000; 99.66255;20.00000;20.00000;      -0.15467;1.13137
 21.59500; 1.12000; 99.65432;20.00000;20.00000;      -0.15487;1.13135
 21.61100; 1.13000; 99.65432;20.00000;20.00000;      -0.12724;1.13133
 21.63200; 1.14000; 99.65432;20.00000;20.00000;-9.180623e-002;1.13130
 21.62400; 1.15000; 99.65432;20.00000;20.00000;-7.520127e-002;1.13131
 21.63400; 1.16000; 99.65432;20.00000;20.00000;-9.180623e-002;1.13129
 21.66000; 1.17000; 99.65432;20.00000;20.00000;      -0.12724;1.13126
 21.67400; 1.18000; 99.65432;20.00000;20.00000;      -0.15487;1.13124
 21.68300; 1.19000; 99.64609;20.00000;20.00000;      -0.15467;1.13123
 21.70000; 1.20000; 99.64609;20.00000;20.00000;      -0.12378;1.13120
 21.72000; 1.21000; 99.64609;20.00000;20.00000;-7.625851e-002;1.13117
 21.74600; 1.22000; 99.64609;20.00000;20.00000;-3.087045e-002;1.13114
 21.74800; 1.23000; 99.64609;20.00000;20.00000; 1.572294e-003;1.13114
 21.77300; 1.24000; 99.64609;20.00000;20.00000; 2.174138e-002;1.13110
 21.77400; 1.25000; 99.64609;20.00000;20.00000; 2.413674e-002;1.13110
 21.79400; 1.26000; 99.64609;20.00000;20.00000;-7.056488e-004;1.13107
 21.82500; 1.27000; 99.65021;20.00000;20.00000;-4.822716e-002;1.13103
 21.82500; 1.28000; 99.65021;20.00000;20.00000;-9.956091e-002;1.13103
 21.82700; 1.29000; 99.64198;20.00000;20.00000;      -0.13282;1.13103
 21.87100; 1.30000; 99.64198;20.00000;20.00000;      -0.13722;1.13096
 21.87800; 1.31000; 99.64198;20.00000;20.00000;      -0.11583;1.13095
 21.90100; 1.32000; 99.64198;20.00000;20.00000;-8.121956e-002;1.13092
 21.91800; 1.33000; 99.63786;20.00000;20.00000;-4.796001e-002;1.13090
 21.93800; 1.34000; 99.63786;20.00000;20.00000;-2.693598e-002;1.13087
 21.95000; 1.35000; 99.64198;20.00000;20.00000;-2.388065e-002;1.13085
 21.99800; 1.36000; 99.64198;20.00000;20.00000;-3.587465e-002;1.13079
 22.00600; 1.37000; 99.63786;20.00000;20.00000;-5.213118e-002;1.13078
 22.01500; 1.38000; 99.63786;20.00000;20.00000;-6.194089e-002;1.13076
 22.03600; 1.39000; 99.63786;20.00000;20.00000;-6.427492e-002;1.13073
 22.05900; 1.40000; 99.63786;20.00000;20.00000;-6.194089e-002;1.13070
 22.08400; 1.41000; 99.63786;20.00000;20.00000;-5.223294e-002;1.13067
 22.11300; 1.42000; 99.63374;20.00000;20.00000;-3.745320e-002;1.13063
 22.11800; 1.43000; 99.63374;20.00000;20.00000;-2.893054e-002;1.13062
 22.13600; 1.44000; 99.63786;20.00000;20.00000;-3.564550e-002;1.13059
 22.17800; 1.45000; 99.63786;20.00000;20.00000;-5.772405e-002;1.13054
 22.19500; 1.46000; 99.63374;20.00000;20.00000;-8.213813e-002;1.13051
 22.22100; 1.47000; 99.63374;20.00000;20.00000;-9.781555e-002;1.13048
 22.23600; 1.48000; 99.62963;20.00000;20.00000;      -0.11008;1.13046
 22.24700; 1.49000; 99.63374;20.00000;20.00000;      -0.12551;1.13044
 22.27400; 1.50000; 99.63374;20.00000;20.00000;      -0.13685;1.13040
 22.29800; 1.51000; 99.62551;20.00000;20.00000;      -0.12945;1.13037
 22.32700; 1.52000; 99.62551;20.00000;20.00000;-9.667722e-002;1.13033
 22.33700; 1.53000; 99.62551;20.00000;20.00000;-4.758342e-002;1.13031
 22.37700; 1.54000; 99.62551;20.00000;20.00000;-1.168183e-002;1.13026
 22.40300; 1.55000; 99.62551;20.00000;20.00000;-1.436955e-002;1.13022
 22.42700; 1.56000; 99.62963;20.00000;20.00000;-5.000922e-002;1.13019
 22.45300; 1.57000; 99.62963;20.00000;20.00000;-9.461278e-002;1.13015
 22.47300; 1.58000; 99.62140;20.00000;20.00000;      -0.12263;1.13012
 22.50300; 1.59000; 99.62140;20.00000;20.00000;      -0.12398;1.13008
 22.52100; 1.60000; 99.62140;20.00000;20.00000;      -0.11165;1.13006
 22.54300; 1.61000; 99.62140;20.00000;20.00000;      -0.10479;1.13003
 22.58900; 1.62000; 99.62140;20.00000;20.00000;      -0.11000;1.12996
 22.61500; 1.63000; 99.61728;20.00000;20.00000;      -0.12135;1.12993
 22.63200; 1.64000; 99.61728;20.00000;20.00000;      -0.13092;1.12990
 22.65500; 1.65000; 99.61728;20.00000;20.00000;      -0.13353;1.12987
 22.69500; 1.66000; 99.61317;20.00000;20.00000;      -0.12985;1.12982
 22.72200; 1.67000; 99.61317;20.00000;20.00000;      -0.11905;1.12978
 22.74800; 1.68000; 99.61317;20.00000;20.00000;-9.949585e-002;1.12974
 22.77100; 1.69000; 99.60905;20.00000;20.00000;-8.030099e-002;1.12971
 22.81500; 1.70000; 99.60905;20.00000;20.00000;-7.396119e-002;1.12965
 22.84400; 1.71000; 99.61317;20.00000;20.00000;-8.655283e-002;1.12961
 22.87000; 1.72000; 99.60905;20.00000;20.00000;      -0.11504;1.12957
 22.90000; 1.73000; 99.60905;20.00000;20.00000;      -0.14621;1.12953
 22.93200; 1.74000; 99.60494;20.00000;20.00000;      -0.16113;1.12949
 22.95800; 1.75000; 99.60494;20.00000;20.00000;      -0.15145;1.12945
 22.99200; 1.76000; 99.60082;20.00000;20.00000;      -0.12492;1.12940
 23.01300; 1.77000; 99.60082;20.00000;20.00000;-9.618717e-002;1.12937
 23.05600; 1.78000; 99.60082;20.00000;20.00000;-8.360551e-002;1.12931
 23.08200; 1.79000; 99.60082;20.00000;20.00000;-9.841943e-002;1.12928
 23.11200; 1.80000; 99.60082;20.00000;20.00000;      -0.13092;1.12923
 23.16500; 1.81000; 99.60082;20.00000;20.00000;      -0.15655;1.12916
 23.18400; 1.82000; 99.59259;20.00000;20.00000;      -0.15813;1.12913
 23.23100; 1.83000; 99.59259;20.00000;20.00000;      -0.13775;1.12907
 23.24800; 1.84000; 99.59259;20.00000;20.00000;      -0.11554;1.12904
 23.28000; 1.85000; 99.59259;20.00000;20.00000;      -0.11554;1.12900
 23.31600; 1.86000; 99.59259;20.00000;20.00000;      -0.13795;1.12895
 23.34900; 1.87000; 99.59259;20.00000;20.00000;      -0.16139;1.12890
 23.39800; 1.88000; 99.58436;20.00000;20.00000;      -0.16874;1.12884
 23.41700; 1.89000; 99.58436;20.00000;20.00000;      -0.16138;1.12881
 23.45500; 1.90000; 99.58436;20.00000;20.00000;      -0.15420;1.12876
 23.49500; 1.91000; 99.58436;20.00000;20.00000;      -0.15465;1.12870
 23.53500; 1.92000; 99.58436;20.00000;20.00000;      -0.15142;1.12864
 23.56900; 1.93000; 99.57613;20.00000;20.00000;      -0.12610;1.12860
 23.61000; 1.94000; 99.57613;20.00000;20.00000;-8.262503e-002;1.12854
 23.62200; 1.95000; 99.57613;20.00000;20.00000;-4.650700e-002;1.12852
 23.66100; 1.96000; 99.58025;20.00000;20.00000;-4.110868e-002;1.12847
 23.71700; 1.97000; 99.58025;20.00000;20.00000;-6.991116e-002;1.12839
 23.75700; 1.98000; 99.57613;20.00000;20.00000;      -0.11040;1.12833
 23.78200; 1.99000; 99.57613;20.00000;20.00000;      -0.13622;1.12830
 23.83400; 2.00000; 99.57202;20.00000;20.00000;      -0.13615;1.12823
 23.86000; 2.01000; 99.57202;20.00000;20.00000;      -0.11033;1.12819
 23.89300; 2.02000; 99.57202;20.00000;20.00000;-6.409954e-002;1.12815
 23.94200; 2.03000; 99.56790;20.00000;20.00000;-1.458347e-002;1.12808
 23.98500; 2.04000; 99.56790;20.00000;20.00000; 1.671713e-002;1.12802
 24.02200; 2.05000; 99.57613;20.00000;20.00000; 1.610284e-002;1.12797
 24.05700; 2.06000; 99.57202;20.00000;20.00000;-1.993864e-002;1.12792
 24.09000; 2.07000; 99.57202;20.00000;20.00000;-7.881423e-002;1.12787
 24.13300; 2.08000; 99.57202;20.00000;20.00000;      -0.14131;1.12781
 24.17200; 2.09000; 99.56790;20.00000;20.00000;      -0.19379;1.12776
 24.22100; 2.10000; 99.56790;20.00000;20.00000;      -0.22852;1.12769
 24.26500; 2.11000; 99.56379;20.00000;20.00000;      -0.23545;1.12763
 24.29600; 2.12000; 99.55967;20.00000;20.00000;      -0.20432;1.12758
 24.34000; 2.13000; 99.55967;20.00000;20.00000;      -0.14199;1.12752
 24.39500; 2.14000; 99.55144;20.00000;20.00000;-7.331745e-002;1.12745
 24.44300; 2.15000; 99.55967;20.00000;20.00000;-3.264835e-002;1.12738
 24.48700; 2.16000; 99.55967;20.00000;20.00000;-4.081338e-002;1.12732
 24.51100; 2.17000; 99.55967;20.00000;20.00000;-8.868627e-002;1.12728
 24.57100; 2.18000; 99.55967;20.00000;20.00000;      -0.14491;1.12720
 24.61400; 2.19000; 99.55144;20.00000;20.00000;      -0.18187;1.12714
 24.66400; 2.20000; 99.55144;20.00000;20.00000;      -0.20034;1.12707
 24.69500; 2.21000; 99.55144;20.00000;20.00000;      -0.20855;1.12703
 24.73400; 2.22000; 99.55144;20.00000;20.00000;      -0.21117;1.12697
 24.78000; 2.23000; 99.54321;20.00000;20.00000;      -0.20919;1.12691
 24.84100; 2.24000; 99.54321;20.00000;20.00000;      -0.19612;1.12682
 24.87900; 2.25000; 99.54321;20.00000;20.00000;      -0.17428;1.12677
 24.93100; 2.26000; 99.53909;20.00000;20.00000;      -0.15401;1.12670
 24.97700; 2.27000; 99.53909;20.00000;20.00000;      -0.13943;1.12663
 25.02600; 2.28000; 99.53909;20.00000;20.00000;      -0.12660;1.12657
 25.07300; 2.29000; 99.53498;20.00000;20.00000;      -0.11514;1.12650
 25.12300; 2.30000; 99.53498;20.00000;20.00000;      -0.10795;1.12643
 25.17400; 2.31000; 99.53498;20.00000;20.00000;      -0.10427;1.12636
 25.21800; 2.32000; 99.53498;20.00000;20.00000;      -0.10317;1.12630
 25.25600; 2.33000; 99.53086;20.00000;20.00000;      -0.10307;1.12624
 25.30700; 2.34000; 99.53086;20.00000;20.00000;      -0.10269;1.12617
 25.35700; 2.35000; 99.53086;20.00000;20.00000;      -0.10269;1.12610
 25.41700; 2.36000; 99.53086;20.00000;20.00000;      -0.10307;1.12602
 25.46500; 2.37000; 99.52675;20.00000;20.00000;      -0.10317;1.12595
 25.52700; 2.38000; 99.52675;20.00000;20.00000;      -0.10427;1.12587
 25.56800; 2.39000; 99.52675;20.00000;20.00000;      -0.10805;1.12581
 25.61200; 2.40000; 99.52675;20.00000;20.00000;      -0.11662;1.12575
 25.66800; 2.41000; 99.52263;20.00000;20.00000;      -0.13038;1.12567
 25.70600; 2.42000; 99.52263;20.00000;20.00000;      -0.14772;1.12562
 25.76200; 2.43000; 99.52263;20.00000;20.00000;      -0.16924;1.12554
 25.82800; 2.44000; 99.51852;20.00000;20.00000;      -0.19568;1.12545
 25.86900; 2.45000; 99.51852;20.00000;20.00000;      -0.22435;1.12539
 25.92700; 2.46000; 99.51440;20.00000;20.00000;      -0.24523;1.12531
 25.99500; 2.47000; 99.51440;20.00000;20.00000;      -0.24938;1.12521
 26.03300; 2.48000; 99.50617;20.00000;20.00000;      -0.23838;1.12516
 26.08600; 2.49000; 99.50617;20.00000;20.00000;      -0.22566;1.12509
 26.15000; 2.50000; 99.50617;20.00000;20.00000;      -0.22272;1.12500
 26.19700; 2.51000; 99.50617;20.00000;20.00000;      -0.23155;1.12493
 26.27000; 2.52000; 99.49794;20.00000;20.00000;      -0.24658;1.12483
 26.31600; 2.53000; 99.49794;20.00000;20.00000;      -0.25133;1.12477
 26.36600; 2.54000; 99.49794;20.00000;20.00000;      -0.23617;1.12470
 26.41600; 2.55000; 99.48971;20.00000;20.00000;      -0.20614;1.12463
 26.47200; 2.56000; 99.48971;20.00000;20.00000;      -0.17545;1.12455
 26.51700; 2.57000; 99.48971;20.00000;20.00000;      -0.16092;1.12448
 26.58700; 2.58000; 99.48971;20.00000;20.00000;      -0.16872;1.12439
 26.64900; 2.59000; 99.48971;20.00000;20.00000;      -0.18902;1.12430
 26.69900; 2.60000; 99.48148;20.00000;20.00000;      -0.20393;1.12423
 26.76900; 2.61000; 99.48148;20.00000;20.00000;      -0.20493;1.12413
 26.82000; 2.62000; 99.48148;20.00000;20.00000;      -0.19592;1.12406
 26.87800; 2.63000; 99.47737;20.00000;20.00000;      -0.18381;1.12398
 26.92500; 2.64000; 99.47737;20.00000;20.00000;      -0.17205;1.12392
 27.00100; 2.65000; 99.47325;20.00000;20.00000;      -0.16031;1.12381
 27.05100; 2.66000; 99.47325;20.00000;20.00000;      -0.14982;1.12374
 27.10800; 2.67000; 99.47325;20.00000;20.00000;      -0.14214;1.12366
 27.16800; 2.68000; 99.46914;20.00000;20.00000;      -0.13847;1.12358
 27.22900; 2.69000; 99.46914;20.00000;20.00000;      -0.13775;1.12349
 27.29300; 2.70000; 99.46914;20.00000;20.00000;      -0.13510;1.12340
 27.34800; 2.71000; 99.46502;20.00000;20.00000;      -0.12827;1.12332
 27.41200; 2.72000; 99.46502;20.00000;20.00000;      -0.11222;1.12324
 27.48100; 2.73000; 99.46502;20.00000;20.00000;-8.237583e-002;1.12314
 27.54500; 2.74000; 99.46091;20.00000;20.00000;-4.816353e-002;1.12305
 27.59200; 2.75000; 99.46091;20.00000;20.00000;-2.914031e-002;1.12298
 27.65600; 2.76000; 99.46502;20.00000;20.00000;-4.125360e-002;1.12289
 27.72400; 2.77000; 99.46502;20.00000;20.00000;-8.104649e-002;1.12280
 27.79000; 2.78000; 99.46502;20.00000;20.00000;      -0.12599;1.12271
 27.86100; 2.79000; 99.45679;20.00000;20.00000;      -0.15142;1.12261
 27.89600; 2.80000; 99.45679;20.00000;20.00000;      -0.15465;1.12256
 27.98500; 2.81000; 99.45679;20.00000;20.00000;      -0.15440;1.12244
 28.04800; 2.82000; 99.45679;20.00000;20.00000;      -0.16474;1.12235
 28.10800; 2.83000; 99.45679;20.00000;20.00000;      -0.18240;1.12226
 28.16600; 2.84000; 99.44856;20.00000;20.00000;      -0.19563;1.12218
 28.24700; 2.85000; 99.44856;20.00000;20.00000;      -0.20202;1.12207
 28.29100; 2.86000; 99.44856;20.00000;20.00000;      -0.20202;1.12201
 28.35900; 2.87000; 99.44856;20.00000;20.00000;      -0.19563;1.12191
 28.43900; 2.88000; 99.44033;20.00000;20.00000;      -0.18240;1.12180
 28.50300; 2.89000; 99.44033;20.00000;20.00000;      -0.16494;1.12171
 28.57800; 2.90000; 99.44033;20.00000;20.00000;      -0.15776;1.12161
 28.61800; 2.91000; 99.44033;20.00000;20.00000;      -0.16852;1.12155
 28.69300; 2.92000; 99.44033;20.00000;20.00000;      -0.18902;1.12145
 28.76600; 2.93000; 99.43210;20.00000;20.00000;      -0.20393;1.12134
 28.84200; 2.94000; 99.43210;20.00000;20.00000;      -0.20493;1.12124
 28.90700; 2.95000; 99.43210;20.00000;20.00000;      -0.19592;1.12115
 28.96500; 2.96000; 99.42798;20.00000;20.00000;      -0.18391;1.12107
 29.04000; 2.97000; 99.42798;20.00000;20.00000;      -0.17362;1.12096
 29.12800; 2.98000; 99.42387;20.00000;20.00000;      -0.16557;1.12084
 29.19300; 2.99000; 99.42387;20.00000;20.00000;      -0.16179;1.12075
 29.25500; 3.00000; 99.42387;20.00000;20.00000;      -0.16389;1.12066
 29.31600; 3.01000; 99.41975;20.00000;20.00000;      -0.16689;1.12058
 29.40900; 3.02000; 99.41975;20.00000;20.00000;      -0.16857;1.12045
 29.47000; 3.03000; 99.41564;20.00000;20.00000;      -0.17250;1.12036
 29.53000; 3.04000; 99.41564;20.00000;20.00000;      -0.18732;1.12028
 29.59600; 3.05000; 99.41564;20.00000;20.00000;      -0.21998;1.12019
 29.66500; 3.06000; 99.41152;20.00000;20.00000;      -0.26087;1.12009
 29.74200; 3.07000; 99.41152;20.00000;20.00000;      -0.28895;1.11998
 29.82000; 3.08000; 99.40329;20.00000;20.00000;      -0.28652;1.11987
 29.88600; 3.09000; 99.39918;20.00000;20.00000;      -0.25772;1.11978
 29.97300; 3.10000; 99.39918;20.00000;20.00000;      -0.22485;1.11966
 30.02800; 3.11000; 99.39918;20.00000;20.00000;      -0.20381;1.11958
 30.11800; 3.12000; 99.39918;20.00000;20.00000;      -0.19458;1.11946
 30.18700; 3.13000; 99.39095;20.00000;20.00000;      -0.18713;1.11936
 30.25600; 3.14000; 99.39095;20.00000;20.00000;      -0.17860;1.11926
 30.32500; 3.15000; 99.39095;20.00000;20.00000;      -0.17768;1.11917
 30.40400; 3.16000; 99.39095;20.00000;20.00000;      -0.19455;1.11906
 30.46800; 3.17000; 99.38683;20.00000;20.00000;      -0.22202;1.11897
 30.55800; 3.18000; 99.38683;20.00000;20.00000;      -0.23877;1.11884
 30.64300; 3.19000; 99.37860;20.00000;20.00000;      -0.23291;1.11872
 30.70900; 3.20000; 99.37860;20.00000;20.00000;      -0.20641;1.11863
 30.78700; 3.21000; 99.37860;20.00000;20.00000;      -0.17082;1.11852
 30.86400; 3.22000; 99.37449;20.00000;20.00000;      -0.14235;1.11841
